주당학습시간,출석률,학습자원접근,비교과활동,학습동기,인터넷접근,성별,나이,선호학습유형,온라인강좌수,토론참여,과제완료율,시험점수,스트레스수준,최종성적
14,68,1,1,1,1,1,22,3,0,0,68,92,2,A
14,68,2,0,1,1,1,22,3,0,0,68,92,2,A
14,68,0,1,2,1,1,22,3,0,0,68,92,2,A
14,68,2,0,0,1,1,22,3,0,0,68,92,2,A
14,68,2,0,2,1,1,22,3,0,0,68,92,2,A
14,83,0,1,1,1,0,19,2,8,1,95,58,1,C
14,83,0,1,1,1,0,22,0,5,1,54,68,0,C
14,83,0,1,1,1,0,24,3,19,0,57,94,0,A
14,83,0,1,1,1,0,23,1,2,1,73,56,1,C
14,83,1,1,1,1,0,19,2,8,1,95,58,1,C
14,83,1,1,1,1,0,22,0,5,1,54,68,0,C
14,83,1,1,1,1,0,24,3,19,0,57,94,0,A
14,83,1,1,1,1,0,23,1,2,1,73,56,1,C
14,83,1,1,0,1,0,19,2,8,1,95,58,1,C
14,83,1,1,0,1,0,22,0,5,1,54,68,0,C
14,83,1,1,0,1,0,24,3,19,0,57,94,0,A
14,83,1,1,0,1,0,23,1,2,1,73,56,1,C
14,83,1,1,1,1,0,19,2,8,1,95,58,1,C
14,83,1,1,1,1,0,22,0,5,1,54,68,0,C
14,83,1,1,1,1,0,24,3,19,0,57,94,0,A
14,83,1,1,1,1,0,23,1,2,1,73,56,1,C
14,83,1,0,1,1,0,19,2,8,1,95,58,1,C
14,83,1,0,1,1,0,22,0,5,1,54,68,0,C
14,83,1,0,1,1,0,24,3,19,0,57,94,0,A
14,83,1,0,1,1,0,23,1,2,1,73,56,1,C
18,75,2,1,1,1,0,28,0,20,1,52,63,0,C
18,75,1,1,1,1,0,28,0,20,1,52,63,0,C
18,75,1,1,0,1,0,28,0,20,1,52,63,0,C
18,75,0,1,2,1,0,28,0,20,1,52,63,0,C
18,75,1,1,0,1,0,28,0,20,1,52,63,0,C
18,75,0,0,1,1,0,28,0,20,1,52,63,0,C
18,75,1,1,1,1,0,28,0,20,1,52,63,0,C
18,75,1,1,0,1,0,28,0,20,1,52,63,0,C
30,81,0,1,1,1,1,23,3,7,1,76,79,0,B
30,81,0,1,1,1,1,19,0,20,1,65,58,1,C
30,81,2,0,0,1,1,23,3,7,1,76,79,0,B
30,81,2,0,0,1,1,19,0,20,1,65,58,1,C
30,81,2,0,1,1,1,23,3,7,1,76,79,0,B
30,81,2,0,1,1,1,19,0,20,1,65,58,1,C
11,68,1,0,1,1,0,21,2,15,0,73,48,1,D
11,68,1,0,1,1,0,21,2,4,0,76,41,0,D
11,68,1,0,0,1,0,21,2,15,0,73,48,1,D
11,68,1,0,0,1,0,21,2,4,0,76,41,0,D
11,68,2,1,1,1,0,21,2,15,0,73,48,1,D
11,68,2,1,1,1,0,21,2,4,0,76,41,0,D
11,68,2,1,0,1,0,21,2,15,0,73,48,1,D
11,68,2,1,0,1,0,21,2,4,0,76,41,0,D
17,66,2,0,1,1,1,22,2,18,0,70,50,1,D
17,66,2,0,1,1,1,23,0,6,1,83,52,0,D
17,66,2,0,1,1,1,21,3,14,1,90,41,0,D
17,66,2,0,1,1,1,28,2,0,1,65,47,1,D
17,66,2,0,0,1,1,22,2,18,0,70,50,1,D
17,66,2,0,0,1,1,23,0,6,1,83,52,0,D
17,66,2,0,0,1,1,21,3,14,1,90,41,0,D
17,66,2,0,0,1,1,28,2,0,1,65,47,1,D
17,66,1,1,1,1,1,22,2,18,0,70,50,1,D
17,66,1,1,1,1,1,23,0,6,1,83,52,0,D
17,66,1,1,1,1,1,21,3,14,1,90,41,0,D
17,66,1,1,1,1,1,28,2,0,1,65,47,1,D
17,66,1,1,1,1,1,22,2,18,0,70,50,1,D
17,66,1,1,1,1,1,23,0,6,1,83,52,0,D
17,66,1,1,1,1,1,21,3,14,1,90,41,0,D
17,66,1,1,1,1,1,28,2,0,1,65,47,1,D
29,77,2,1,1,1,0,20,0,15,1,87,41,1,D
29,77,2,1,1,1,0,29,2,17,1,100,71,0,B
29,77,1,0,1,1,0,20,0,15,1,87,41,1,D
29,77,1,0,1,1,0,29,2,17,1,100,71,0,B
29,77,1,0,1,1,0,20,0,15,1,87,41,1,D
29,77,1,0,1,1,0,29,2,17,1,100,71,0,B
29,77,0,1,2,1,0,20,0,15,1,87,41,1,D
29,77,0,1,2,1,0,29,2,17,1,100,71,0,B
29,77,0,1,2,1,0,20,0,15,1,87,41,1,D
29,77,0,1,2,1,0,29,2,17,1,100,71,0,B
11,76,1,1,1,1,1,27,0,14,1,89,65,1,C
11,76,1,1,1,1,1,25,2,19,1,99,84,1,B
11,76,1,1,1,1,1,25,1,3,1,89,94,0,A
11,76,1,1,1,0,1,27,0,14,1,89,65,1,C
11,76,1,1,1,0,1,25,2,19,1,99,84,1,B
11,76,1,1,1,0,1,25,1,3,1,89,94,0,A
27,61,1,0,1,1,1,29,0,16,1,73,43,2,D
27,61,1,0,1,1,1,21,3,5,1,51,91,2,A
27,61,1,0,1,1,1,29,0,16,1,73,43,2,D
27,61,1,0,1,1,1,21,3,5,1,51,91,2,A
27,61,1,1,1,1,1,29,0,16,1,73,43,2,D
27,61,1,1,1,1,1,21,3,5,1,51,91,2,A
27,61,0,0,2,1,1,29,0,16,1,73,43,2,D
27,61,0,0,2,1,1,21,3,5,1,51,91,2,A
14,82,2,1,0,1,0,25,1,11,0,92,79,0,B
14,82,2,1,0,1,0,27,1,12,1,85,79,2,B
14,82,2,1,0,1,0,28,1,16,1,77,69,1,C
14,82,1,1,2,1,0,25,1,11,0,92,79,0,B
14,82,1,1,2,1,0,27,1,12,1,85,79,2,B
14,82,1,1,2,1,0,28,1,16,1,77,69,1,C
14,82,1,1,1,1,0,25,1,11,0,92,79,0,B
14,82,1,1,1,1,0,27,1,12,1,85,79,2,B
14,82,1,1,1,1,0,28,1,16,1,77,69,1,C
14,82,1,1,1,1,0,25,1,11,0,92,79,0,B
14,82,1,1,1,1,0,27,1,12,1,85,79,2,B
14,82,1,1,1,1,0,28,1,16,1,77,69,1,C
23,82,1,1,1,1,1,21,1,20,1,70,65,1,C
23,82,2,0,1,1,1,21,1,20,1,70,65,1,C
23,82,1,1,1,1,1,21,1,20,1,70,65,1,C
21,88,2,0,1,1,0,23,0,10,1,61,75,2,B
21,88,1,0,1,1,0,23,0,10,1,61,75,2,B
21,88,2,1,2,1,0,23,0,10,1,61,75,2,B
21,88,1,1,0,1,0,23,0,10,1,61,75,2,B
21,88,0,0,2,0,0,23,0,10,1,61,75,2,B
21,88,1,1,0,1,0,23,0,10,1,61,75,2,B
20,70,1,1,0,0,1,29,0,5,1,51,99,1,A
20,70,2,1,1,1,1,29,0,5,1,51,99,1,A
20,70,1,0,0,1,1,29,0,5,1,51,99,1,A
20,70,1,1,0,1,1,29,0,5,1,51,99,1,A
20,70,1,0,0,1,1,29,0,5,1,51,99,1,A
20,70,0,0,1,1,1,29,0,5,1,51,99,1,A
20,70,1,1,1,1,1,29,0,5,1,51,99,1,A
21,98,0,0,1,1,0,27,3,9,0,72,45,2,D
21,98,0,0,1,1,0,18,3,2,1,65,73,1,B
21,98,0,0,1,1,0,24,1,19,0,89,59,1,C
21,98,0,0,1,1,0,19,2,10,0,93,86,1,A
21,98,0,0,1,1,0,18,3,14,0,53,67,0,C
21,98,0,0,1,1,0,28,0,6,1,67,64,1,C
21,98,0,0,1,1,0,27,0,8,1,99,49,1,D
21,98,0,0,1,1,0,22,3,5,1,80,77,0,B
21,98,1,1,2,0,0,27,3,9,0,72,45,2,D
21,98,1,1,2,0,0,18,3,2,1,65,73,1,B
21,98,1,1,2,0,0,24,1,19,0,89,59,1,C
21,98,1,1,2,0,0,19,2,10,0,93,86,1,A
21,98,1,1,2,0,0,18,3,14,0,53,67,0,C
21,98,1,1,2,0,0,28,0,6,1,67,64,1,C
21,98,1,1,2,0,0,27,0,8,1,99,49,1,D
21,98,1,1,2,0,0,22,3,5,1,80,77,0,B
21,98,1,1,2,1,0,27,3,9,0,72,45,2,D
21,98,1,1,2,1,0,18,3,2,1,65,73,1,B
21,98,1,1,2,1,0,24,1,19,0,89,59,1,C
21,98,1,1,2,1,0,19,2,10,0,93,86,1,A
21,98,1,1,2,1,0,18,3,14,0,53,67,0,C
21,98,1,1,2,1,0,28,0,6,1,67,64,1,C
21,98,1,1,2,1,0,27,0,8,1,99,49,1,D
21,98,1,1,2,1,0,22,3,5,1,80,77,0,B
21,98,1,1,1,1,0,27,3,9,0,72,45,2,D
21,98,1,1,1,1,0,18,3,2,1,65,73,1,B
21,98,1,1,1,1,0,24,1,19,0,89,59,1,C
21,98,1,1,1,1,0,19,2,10,0,93,86,1,A
21,98,1,1,1,1,0,18,3,14,0,53,67,0,C
21,98,1,1,1,1,0,28,0,6,1,67,64,1,C
21,98,1,1,1,1,0,27,0,8,1,99,49,1,D
21,98,1,1,1,1,0,22,3,5,1,80,77,0,B
24,65,0,0,0,1,1,19,1,17,1,60,41,0,D
24,65,0,0,0,1,1,22,1,4,0,79,78,1,B
24,65,0,0,0,1,1,21,0,12,1,98,47,0,D
24,65,2,0,0,1,1,19,1,17,1,60,41,0,D
24,65,2,0,0,1,1,22,1,4,0,79,78,1,B
24,65,2,0,0,1,1,21,0,12,1,98,47,0,D
24,65,2,0,1,1,1,19,1,17,1,60,41,0,D
24,65,2,0,1,1,1,22,1,4,0,79,78,1,B
24,65,2,0,1,1,1,21,0,12,1,98,47,0,D
24,65,1,1,0,1,1,19,1,17,1,60,41,0,D
24,65,1,1,0,1,1,22,1,4,0,79,78,1,B
24,65,1,1,0,1,1,21,0,12,1,98,47,0,D
30,80,2,0,1,1,0,22,0,11,1,63,78,1,B
30,80,2,0,1,1,0,28,0,8,0,55,78,1,B
30,80,2,0,1,1,0,19,3,16,0,90,100,1,A
30,80,2,0,1,1,0,21,0,15,0,89,44,1,D
30,80,2,0,2,1,0,22,0,11,1,63,78,1,B
30,80,2,0,2,1,0,28,0,8,0,55,78,1,B
30,80,2,0,2,1,0,19,3,16,0,90,100,1,A
30,80,2,0,2,1,0,21,0,15,0,89,44,1,D
30,80,2,0,1,1,0,22,0,11,1,63,78,1,B
30,80,2,0,1,1,0,28,0,8,0,55,78,1,B
30,80,2,0,1,1,0,19,3,16,0,90,100,1,A
30,80,2,0,1,1,0,21,0,15,0,89,44,1,D
33,62,1,1,1,1,0,19,2,15,0,90,55,0,C
8,73,1,0,1,0,0,21,0,12,0,85,71,1,B
8,73,1,0,1,0,0,27,1,1,1,93,55,1,C
19,66,2,0,1,1,1,20,0,10,1,53,64,1,C
19,66,1,0,1,1,1,20,0,10,1,53,64,1,C
19,66,0,0,1,1,1,20,0,10,1,53,64,1,C
19,66,2,1,1,1,1,20,0,10,1,53,64,1,C
24,88,1,1,0,1,1,26,3,19,0,100,95,2,A
24,88,1,1,0,1,1,29,2,17,1,81,80,0,B
24,88,0,1,0,0,1,26,3,19,0,100,95,2,A
24,88,0,1,0,0,1,29,2,17,1,81,80,0,B
24,88,0,1,1,1,1,26,3,19,0,100,95,2,A
24,88,0,1,1,1,1,29,2,17,1,81,80,0,B
24,88,1,0,1,1,1,26,3,19,0,100,95,2,A
24,88,1,0,1,1,1,29,2,17,1,81,80,0,B
24,88,1,1,1,0,1,26,3,19,0,100,95,2,A
24,88,1,1,1,0,1,29,2,17,1,81,80,0,B
24,88,1,1,2,1,1,26,3,19,0,100,95,2,A
24,88,1,1,2,1,1,29,2,17,1,81,80,0,B
24,88,1,1,1,1,1,26,3,19,0,100,95,2,A
24,88,1,1,1,1,1,29,2,17,1,81,80,0,B
24,88,2,1,1,1,1,26,3,19,0,100,95,2,A
24,88,2,1,1,1,1,29,2,17,1,81,80,0,B
19,60,2,1,2,1,0,25,3,18,1,83,42,2,D
19,60,2,1,2,1,0,29,3,1,1,54,41,1,D
19,60,2,0,1,1,0,25,3,18,1,83,42,2,D
19,60,2,0,1,1,0,29,3,1,1,54,41,1,D
19,60,0,0,2,1,0,25,3,18,1,83,42,2,D
19,60,0,0,2,1,0,29,3,1,1,54,41,1,D
16,67,1,0,1,1,0,29,3,0,1,82,98,0,A
16,67,2,1,1,1,0,29,3,0,1,82,98,0,A
16,67,2,1,2,1,0,29,3,0,1,82,98,0,A
16,67,1,1,0,1,0,29,3,0,1,82,98,0,A
16,67,1,0,1,1,0,29,3,0,1,82,98,0,A
25,84,0,1,0,1,1,18,3,2,1,80,50,2,D
25,84,0,1,0,1,1,18,3,0,1,96,65,1,C
25,84,0,1,0,1,1,20,3,6,0,69,99,1,A
25,84,0,1,0,1,1,23,2,6,1,82,81,0,B
25,84,1,1,0,1,1,18,3,2,1,80,50,2,D
25,84,1,1,0,1,1,18,3,0,1,96,65,1,C
25,84,1,1,0,1,1,20,3,6,0,69,99,1,A
25,84,1,1,0,1,1,23,2,6,1,82,81,0,B
25,84,0,0,1,1,1,18,3,2,1,80,50,2,D
25,84,0,0,1,1,1,18,3,0,1,96,65,1,C
25,84,0,0,1,1,1,20,3,6,0,69,99,1,A
25,84,0,0,1,1,1,23,2,6,1,82,81,0,B
25,84,1,1,2,1,1,18,3,2,1,80,50,2,D
25,84,1,1,2,1,1,18,3,0,1,96,65,1,C
25,84,1,1,2,1,1,20,3,6,0,69,99,1,A
25,84,1,1,2,1,1,23,2,6,1,82,81,0,B
22,73,1,1,0,1,0,25,2,4,1,63,92,2,A
22,73,1,1,0,1,0,23,2,17,1,56,82,0,B
22,73,1,1,0,1,0,29,2,4,0,97,41,2,D
22,73,0,1,1,1,0,25,2,4,1,63,92,2,A
22,73,0,1,1,1,0,23,2,17,1,56,82,0,B
22,73,0,1,1,1,0,29,2,4,0,97,41,2,D
22,73,1,0,1,1,0,25,2,4,1,63,92,2,A
22,73,1,0,1,1,0,23,2,17,1,56,82,0,B
22,73,1,0,1,1,0,29,2,4,0,97,41,2,D
22,63,0,0,1,1,1,18,1,10,1,63,74,0,B
22,63,0,0,1,1,1,26,3,17,0,87,69,1,C
22,63,1,0,2,1,1,18,1,10,1,63,74,0,B
22,63,1,0,2,1,1,26,3,17,0,87,69,1,C
22,63,2,1,2,1,1,18,1,10,1,63,74,0,B
22,63,2,1,2,1,1,26,3,17,0,87,69,1,C
22,63,0,0,2,1,1,18,1,10,1,63,74,0,B
22,63,0,0,2,1,1,26,3,17,0,87,69,1,C
22,63,0,0,0,1,1,18,1,10,1,63,74,0,B
22,63,0,0,0,1,1,26,3,17,0,87,69,1,C
22,63,1,1,0,1,1,18,1,10,1,63,74,0,B
22,63,1,1,0,1,1,26,3,17,0,87,69,1,C
22,63,2,1,2,1,1,18,1,10,1,63,74,0,B
22,63,2,1,2,1,1,26,3,17,0,87,69,1,C
22,63,1,1,1,1,1,18,1,10,1,63,74,0,B
22,63,1,1,1,1,1,26,3,17,0,87,69,1,C
22,63,0,1,1,1,1,18,1,10,1,63,74,0,B
22,63,0,1,1,1,1,26,3,17,0,87,69,1,C
22,63,0,1,1,1,1,18,1,10,1,63,74,0,B
22,63,0,1,1,1,1,26,3,17,0,87,69,1,C
22,63,0,1,1,1,1,18,1,10,1,63,74,0,B
22,63,0,1,1,1,1,26,3,17,0,87,69,1,C
24,68,1,1,1,1,0,27,0,12,0,66,93,0,A
24,68,1,1,1,1,0,20,0,8,1,89,93,0,A
24,68,1,1,0,1,0,27,0,12,0,66,93,0,A
24,68,1,1,0,1,0,20,0,8,1,89,93,0,A
24,68,0,0,2,0,0,27,0,12,0,66,93,0,A
24,68,0,0,2,0,0,20,0,8,1,89,93,0,A
24,68,2,0,1,1,0,27,0,12,0,66,93,0,A
24,68,2,0,1,1,0,20,0,8,1,89,93,0,A
24,68,1,1,2,1,0,27,0,12,0,66,93,0,A
24,68,1,1,2,1,0,20,0,8,1,89,93,0,A
24,68,0,0,1,1,0,27,0,12,0,66,93,0,A
24,68,0,0,1,1,0,20,0,8,1,89,93,0,A
17,86,0,1,2,1,0,20,2,13,1,53,75,0,B
17,86,1,0,0,1,0,20,2,13,1,53,75,0,B
17,86,1,0,2,1,0,20,2,13,1,53,75,0,B
24,71,1,1,1,1,1,22,3,3,1,77,91,0,A
24,71,1,1,1,1,1,25,1,12,1,64,82,0,B
24,71,2,1,0,1,1,22,3,3,1,77,91,0,A
24,71,2,1,0,1,1,25,1,12,1,64,82,0,B
24,71,1,1,1,1,1,22,3,3,1,77,91,0,A
24,71,1,1,1,1,1,25,1,12,1,64,82,0,B
24,71,1,0,1,1,1,22,3,3,1,77,91,0,A
24,71,1,0,1,1,1,25,1,12,1,64,82,0,B
24,71,1,1,1,1,1,22,3,3,1,77,91,0,A
24,71,1,1,1,1,1,25,1,12,1,64,82,0,B
24,71,2,1,1,1,1,22,3,3,1,77,91,0,A
24,71,2,1,1,1,1,25,1,12,1,64,82,0,B
24,71,1,1,0,1,1,22,3,3,1,77,91,0,A
24,71,1,1,0,1,1,25,1,12,1,64,82,0,B
24,60,1,0,2,1,0,21,3,13,0,73,75,2,B
24,60,1,0,2,1,0,23,2,5,0,97,95,2,A
24,60,0,0,1,1,0,21,3,13,0,73,75,2,B
24,60,0,0,1,1,0,23,2,5,0,97,95,2,A
24,60,1,1,1,1,0,21,3,13,0,73,75,2,B
24,60,1,1,1,1,0,23,2,5,0,97,95,2,A
24,60,1,1,0,1,0,21,3,13,0,73,75,2,B
24,60,1,1,0,1,0,23,2,5,0,97,95,2,A
28,99,1,1,1,0,1,18,2,11,1,52,83,2,B
28,99,1,1,0,1,1,18,2,11,1,52,83,2,B
16,84,2,1,1,1,0,21,0,19,1,58,69,0,C
16,84,2,1,1,1,0,18,3,15,1,98,93,1,A
16,84,2,1,1,1,0,23,3,7,0,87,58,1,C
16,84,2,1,1,1,0,27,2,16,1,72,62,0,C
16,84,2,1,1,1,0,20,1,6,1,70,100,0,A
16,84,1,0,2,1,0,21,0,19,1,58,69,0,C
16,84,1,0,2,1,0,18,3,15,1,98,93,1,A
16,84,1,0,2,1,0,23,3,7,0,87,58,1,C
16,84,1,0,2,1,0,27,2,16,1,72,62,0,C
16,84,1,0,2,1,0,20,1,6,1,70,100,0,A
16,84,2,1,0,1,0,21,0,19,1,58,69,0,C
16,84,2,1,0,1,0,18,3,15,1,98,93,1,A
16,84,2,1,0,1,0,23,3,7,0,87,58,1,C
16,84,2,1,0,1,0,27,2,16,1,72,62,0,C
16,84,2,1,0,1,0,20,1,6,1,70,100,0,A
23,79,2,1,1,1,1,28,1,0,1,50,51,0,D
23,79,2,1,0,1,1,28,1,0,1,50,51,0,D
23,79,2,1,0,1,1,28,1,0,1,50,51,0,D
23,79,1,1,2,1,1,28,1,0,1,50,51,0,D
23,79,1,1,1,0,1,28,1,0,1,50,51,0,D
23,79,2,0,1,1,1,28,1,0,1,50,51,0,D
19,83,1,1,1,1,0,22,1,9,0,98,99,1,A
19,83,2,1,1,1,0,22,1,9,0,98,99,1,A
19,83,0,0,0,1,0,22,1,9,0,98,99,1,A
19,83,1,0,0,1,0,22,1,9,0,98,99,1,A
19,83,2,0,1,1,0,22,1,9,0,98,99,1,A
28,71,1,0,2,1,0,20,2,10,1,56,69,2,C
28,71,1,0,2,1,0,18,0,9,0,97,94,1,A
28,71,1,0,2,1,0,26,0,8,0,77,46,1,D
28,71,1,1,2,1,0,20,2,10,1,56,69,2,C
28,71,1,1,2,1,0,18,0,9,0,97,94,1,A
28,71,1,1,2,1,0,26,0,8,0,77,46,1,D
24,90,0,0,1,1,1,25,1,20,0,70,73,2,B
24,90,0,0,1,1,1,24,0,19,1,67,92,2,A
24,90,1,1,0,1,1,25,1,20,0,70,73,2,B
24,90,1,1,0,1,1,24,0,19,1,67,92,2,A
24,90,1,0,1,1,1,25,1,20,0,70,73,2,B
24,90,1,0,1,1,1,24,0,19,1,67,92,2,A
24,90,1,0,1,1,1,25,1,20,0,70,73,2,B
24,90,1,0,1,1,1,24,0,19,1,67,92,2,A
24,90,2,0,0,1,1,25,1,20,0,70,73,2,B
24,90,2,0,0,1,1,24,0,19,1,67,92,2,A
24,90,1,1,1,1,1,25,1,20,0,70,73,2,B
24,90,1,1,1,1,1,24,0,19,1,67,92,2,A
24,90,0,1,2,1,1,25,1,20,0,70,73,2,B
24,90,0,1,2,1,1,24,0,19,1,67,92,2,A
18,80,1,0,0,1,1,21,2,9,1,84,65,0,C
18,80,1,0,0,1,1,20,3,8,0,63,91,1,A
18,80,1,0,0,1,1,25,0,9,1,63,50,0,D
18,80,2,1,1,0,1,21,2,9,1,84,65,0,C
18,80,2,1,1,0,1,20,3,8,0,63,91,1,A
18,80,2,1,1,0,1,25,0,9,1,63,50,0,D
18,80,0,1,2,1,1,21,2,9,1,84,65,0,C
18,80,0,1,2,1,1,20,3,8,0,63,91,1,A
18,80,0,1,2,1,1,25,0,9,1,63,50,0,D
22,63,2,1,1,1,0,22,0,19,0,70,47,1,D
22,63,2,1,1,1,0,26,2,18,0,61,88,1,A
22,63,2,1,1,1,0,29,1,0,0,93,67,1,C
22,63,2,1,1,1,0,26,1,0,0,79,62,2,C
22,63,2,1,1,1,0,23,3,20,1,99,41,0,D
22,63,1,1,1,1,0,22,0,19,0,70,47,1,D
22,63,1,1,1,1,0,26,2,18,0,61,88,1,A
22,63,1,1,1,1,0,29,1,0,0,93,67,1,C
22,63,1,1,1,1,0,26,1,0,0,79,62,2,C
22,63,1,1,1,1,0,23,3,20,1,99,41,0,D
22,63,2,1,0,1,0,22,0,19,0,70,47,1,D
22,63,2,1,0,1,0,26,2,18,0,61,88,1,A
22,63,2,1,0,1,0,29,1,0,0,93,67,1,C
22,63,2,1,0,1,0,26,1,0,0,79,62,2,C
22,63,2,1,0,1,0,23,3,20,1,99,41,0,D
22,63,0,1,1,1,0,22,0,19,0,70,47,1,D
22,63,0,1,1,1,0,26,2,18,0,61,88,1,A
22,63,0,1,1,1,0,29,1,0,0,93,67,1,C
22,63,0,1,1,1,0,26,1,0,0,79,62,2,C
22,63,0,1,1,1,0,23,3,20,1,99,41,0,D
22,63,1,0,0,1,0,22,0,19,0,70,47,1,D
22,63,1,0,0,1,0,26,2,18,0,61,88,1,A
22,63,1,0,0,1,0,29,1,0,0,93,67,1,C
22,63,1,0,0,1,0,26,1,0,0,79,62,2,C
22,63,1,0,0,1,0,23,3,20,1,99,41,0,D
19,89,1,1,1,1,1,25,3,0,1,95,66,0,C
19,89,1,1,1,1,1,25,3,0,1,95,66,0,C
19,89,1,0,1,1,1,25,3,0,1,95,66,0,C
19,89,1,1,1,1,1,25,3,0,1,95,66,0,C
19,89,2,0,2,1,1,25,3,0,1,95,66,0,C
19,89,1,1,0,1,1,25,3,0,1,95,66,0,C
21,92,0,1,0,1,1,29,1,19,0,73,53,2,D
21,92,0,1,0,1,1,23,3,4,0,53,68,1,C
21,92,1,1,0,1,1,29,1,19,0,73,53,2,D
21,92,1,1,0,1,1,23,3,4,0,53,68,1,C
21,92,0,0,0,1,1,29,1,19,0,73,53,2,D
21,92,0,0,0,1,1,23,3,4,0,53,68,1,C
24,72,2,0,2,1,0,20,3,14,1,74,72,1,B
24,72,2,0,2,1,0,21,2,11,1,72,52,1,D
24,72,0,1,2,1,0,20,3,14,1,74,72,1,B
24,72,0,1,2,1,0,21,2,11,1,72,52,1,D
24,72,1,0,1,1,0,20,3,14,1,74,72,1,B
24,72,1,0,1,1,0,21,2,11,1,72,52,1,D
24,72,1,1,0,1,0,20,3,14,1,74,72,1,B
24,72,1,1,0,1,0,21,2,11,1,72,52,1,D
24,72,2,0,1,1,0,20,3,14,1,74,72,1,B
24,72,2,0,1,1,0,21,2,11,1,72,52,1,D
33,77,2,1,1,1,0,21,3,5,1,76,87,1,A
33,77,2,1,1,1,0,21,3,5,1,75,77,1,B
14,96,0,1,2,1,0,26,3,17,0,65,65,1,C
14,96,0,1,2,1,0,18,0,6,0,51,93,2,A
14,96,2,1,0,1,0,26,3,17,0,65,65,1,C
14,96,2,1,0,1,0,18,0,6,0,51,93,2,A
14,96,2,0,1,1,0,26,3,17,0,65,65,1,C
14,96,2,0,1,1,0,18,0,6,0,51,93,2,A
13,94,1,1,0,1,1,22,3,18,0,82,98,1,A
13,94,1,1,0,1,1,25,3,7,0,99,55,0,C
13,94,2,1,2,1,1,22,3,18,0,82,98,1,A
13,94,2,1,2,1,1,25,3,7,0,99,55,0,C
13,94,2,1,1,1,1,22,3,18,0,82,98,1,A
13,94,2,1,1,1,1,25,3,7,0,99,55,0,C
13,94,1,1,2,1,1,22,3,18,0,82,98,1,A
13,94,1,1,2,1,1,25,3,7,0,99,55,0,C
27,81,1,1,1,1,0,29,1,1,0,96,94,0,A
27,81,1,1,1,1,0,22,3,6,0,53,98,0,A
27,81,1,1,1,1,0,24,1,16,1,83,73,2,B
27,81,0,1,0,1,0,29,1,1,0,96,94,0,A
27,81,0,1,0,1,0,22,3,6,0,53,98,0,A
27,81,0,1,0,1,0,24,1,16,1,83,73,2,B
27,81,1,1,0,1,0,29,1,1,0,96,94,0,A
27,81,1,1,0,1,0,22,3,6,0,53,98,0,A
27,81,1,1,0,1,0,24,1,16,1,83,73,2,B
27,81,2,1,1,1,0,29,1,1,0,96,94,0,A
27,81,2,1,1,1,0,22,3,6,0,53,98,0,A
27,81,2,1,1,1,0,24,1,16,1,83,73,2,B
27,81,2,1,1,1,0,29,1,1,0,96,94,0,A
27,81,2,1,1,1,0,22,3,6,0,53,98,0,A
27,81,2,1,1,1,0,24,1,16,1,83,73,2,B
25,88,1,1,0,1,1,26,2,20,1,60,83,2,B
25,88,1,1,0,1,1,22,0,4,0,53,45,1,D
25,88,1,1,0,1,1,27,1,5,1,63,82,1,B
25,88,2,1,0,1,1,26,2,20,1,60,83,2,B
25,88,2,1,0,1,1,22,0,4,0,53,45,1,D
25,88,2,1,0,1,1,27,1,5,1,63,82,1,B
25,88,1,1,0,0,1,26,2,20,1,60,83,2,B
25,88,1,1,0,0,1,22,0,4,0,53,45,1,D
25,88,1,1,0,0,1,27,1,5,1,63,82,1,B
25,88,1,1,0,1,1,26,2,20,1,60,83,2,B
25,88,1,1,0,1,1,22,0,4,0,53,45,1,D
25,88,1,1,0,1,1,27,1,5,1,63,82,1,B
24,95,2,1,2,1,1,21,3,18,1,85,95,0,A
24,95,2,1,2,1,1,29,2,3,0,67,87,1,A
24,95,0,1,1,1,1,21,3,18,1,85,95,0,A
24,95,0,1,1,1,1,29,2,3,0,67,87,1,A
24,95,0,1,1,0,1,21,3,18,1,85,95,0,A
24,95,0,1,1,0,1,29,2,3,0,67,87,1,A
24,95,1,1,1,1,1,21,3,18,1,85,95,0,A
24,95,1,1,1,1,1,29,2,3,0,67,87,1,A
24,95,0,1,1,1,1,21,3,18,1,85,95,0,A
24,95,0,1,1,1,1,29,2,3,0,67,87,1,A
24,95,0,0,1,1,1,21,3,18,1,85,95,0,A
24,95,0,0,1,1,1,29,2,3,0,67,87,1,A
24,95,2,1,0,1,1,21,3,18,1,85,95,0,A
24,95,2,1,0,1,1,29,2,3,0,67,87,1,A
24,95,2,1,2,1,1,21,3,18,1,85,95,0,A
24,95,2,1,2,1,1,29,2,3,0,67,87,1,A
24,95,1,0,0,1,1,21,3,18,1,85,95,0,A
24,95,1,0,0,1,1,29,2,3,0,67,87,1,A
24,80,2,1,2,1,0,27,0,9,0,52,42,1,D
24,80,2,1,2,1,0,19,3,4,1,100,50,2,D
24,80,0,1,1,1,0,27,0,9,0,52,42,1,D
24,80,0,1,1,1,0,19,3,4,1,100,50,2,D
24,80,2,1,1,1,0,27,0,9,0,52,42,1,D
24,80,2,1,1,1,0,19,3,4,1,100,50,2,D
24,80,2,0,1,1,0,27,0,9,0,52,42,1,D
24,80,2,0,1,1,0,19,3,4,1,100,50,2,D
24,80,2,1,0,1,0,27,0,9,0,52,42,1,D
